null,angiotensin-converting enzyme 2 precursor [Homo sapiens],ACE2 [Homo sapiens],Chain B Angiotensin-converting enzyme 2 [Homo sapiens],angiotensin-converting enzyme 2 [Gorilla gorilla gorilla],angiotensin-converting enzyme 2 isoform X1 [Pan troglodytes],angiotensin-converting enzyme 2 isoform X1 [Pan paniscus],angiotensin-converting enzyme 2 isoform X1 [Pongo abelii],angiotensin-converting enzyme 2 precursor [Pongo abelii],angiotensin-converting enzyme 2 [Hylobates moloch],angiotensin-converting enzyme 2 [Nomascus leucogenys],angiotensin-converting enzyme 2 [Piliocolobus tephrosceles],angiotensin-converting enzyme 2 isoform X2 [Homo sapiens],angiotensin-converting enzyme 2 isoform X1 [Homo sapiens],angiotensin-converting enzyme 2 [Rhinopithecus roxellana],angiotensin-converting enzyme 2 [Theropithecus gelada],angiotensin-converting enzyme 2 [Papio anubis],angiotensin-converting enzyme 2 [Macaca nemestrina],angiotensin converting enzyme 2 [Macaca mulatta],angiotensin converting enzyme 2 [Macaca mulatta],angiotensin converting enzyme 2 [Macaca mulatta],angiotensin converting enzyme 2 [Macaca mulatta],angiotensin converting enzyme 2 [Macaca mulatta],Angiotensin-converting enzyme 2 [Macaca mulatta],Angiotensin-converting enzyme 2 [Macaca fascicularis],angiotensin converting enzyme 2 [Macaca mulatta],angiotensin converting enzyme 2 [Macaca mulatta],angiotensin converting enzyme 2 [Macaca mulatta],angiotensin converting enzyme 2 [Macaca mulatta],angiotensin converting enzyme 2 [Macaca mulatta],angiotensin converting enzyme 2 [Macaca mulatta],angiotensin converting enzyme 2 [Macaca mulatta],angiotensin converting enzyme 2 [Macaca mulatta],angiotensin-converting enzyme 2 precursor [Macaca mulatta],angiotensin converting enzyme 2 [Macaca mulatta],angiotensin converting enzyme 2 [Macaca mulatta],angiotensin converting enzyme 2 [Macaca mulatta],angiotensin converting enzyme 2 [Macaca mulatta],angiotensin converting enzyme 2 [Macaca mulatta],angiotensin converting enzyme 2 [Macaca mulatta],angiotensin converting enzyme 2 [Chlorocebus aethiops],angiotensin-converting enzyme 2 [Sapajus apella],angiotensin-converting enzyme 2 [Aotus nancymaae],angiotensin-converting enzyme 2 [Ictidomys tridecemlineatus],angiotensin-converting enzyme 2 isoform X1 [Urocitellus parryii],angiotensin-converting enzyme 2 [Fukomys damarensis],angiotensin-converting enzyme 2 [Marmota flaviventris],angiotensin-converting enzyme 2 [Heterocephalus glaber],angiotensin I converting enzyme 2 [Oryctolagus cuniculus],Angiotensin-converting enzyme 2 [Heterocephalus glaber],angiotensin-converting enzyme 2 [Equus caballus],RecName: Full=Angiotensin-converting enzyme 2; AltName: Full=ACE-related carboxypeptidase; Contains: RecName: Full=Processed angiotensin-converting enzyme 2; Flags: Precursor [Paguma larvata],angiotensin-converting enzyme 2 [Puma concolor],angiotensin-converting enzyme 2 isoform X1 [Acinonyx jubatus],angiotensin-converting enzyme 2 precursor [Felis catus],angiotensin-converting enzyme 2 [Microtus ochrogaster],angiotensin-converting enzyme 2 [Ursus arctos horribilis],angiotensin i converting enzyme 2 [Lynx pardinus],angiotensin-converting enzyme 2 precursor [Chinchilla lanigera],angiotensin I converting enzyme 2 partial [Oryctolagus cuniculus],angiotensin-converting enzyme 2 [Camelus ferus],angiotensin-converting enzyme 2 [Octodon degus],angiotensin-converting enzyme 2 [Vicugna pacos],angiotensin-converting enzyme 2 [Carlito syrichta],angiotensin-converting enzyme 2 [Balaenoptera acutorostrata scammoni],angiotensin-converting enzyme 2 isoform X1 [Felis catus],angiotensin-converting enzyme 2 [Lynx canadensis],angiotensin-converting enzyme 2 isoform X2 [Urocitellus parryii],angiotensin-converting enzyme 2 [Mesocricetus auratus],angiotensin-converting enzyme 2 [Cricetulus griseus],angiotensin-converting enzyme 2 [Cricetulus griseus],angiotensin-converting enzyme 2 [Physeter catodon],ACE2 enzyme partial [Crocuta crocuta],angiotensin-converting enzyme 2 isoform X1 [Myotis lucifugus],angiotensin-converting enzyme 2 isoform X1 [Sus scrofa],angiotensin-converting enzyme 2 [Microcebus murinus],angiotensin-converting enzyme 2 [Mus pahari],angiotensin-converting enzyme 2 [Suricata suricatta],angiotensin-converting enzyme 2 [Monodon monoceros],angiotensin-converting enzyme 2 [Trichechus manatus latirostris],angiotensin-converting enzyme 2 [Lagenorhynchus obliquidens],angiotensin-converting enzyme 2 [Pteropus alecto],angiotensin-converting enzyme 2 [Mustela erminea],angiotensin-converting enzyme 2 isoform X2 [Myotis lucifugus],angiotensin-converting enzyme 2 [Globicephala melas],angiotensin-converting enzyme 2 [Orcinus orca],angiotensin-converting enzyme 2 isoform X1 [Enhydra lutris kenyoni],angiotensin-converting enzyme 2 [Peromyscus leucopus],angiotensin converting enzyme 2 [Rhinolophus pearsonii],angiotensin I converting enzyme 2 [Procyon lotor],angiotensin-converting enzyme 2 [Delphinapterus leucas],angiotensin-converting enzyme 2 precursor [Capra hircus],angiotensin-converting enzyme 2 [Tursiops truncatus],angiotensin-converting enzyme 2 [Ovis aries],angiotensin-converting enzyme 2 [Eumetopias jubatus],angiotensin-converting enzyme 2 isoform X2 [Enhydra lutris kenyoni],angiotensin-converting enzyme 2 isoform X1 [Canis lupus familiaris],angiotensin-converting enzyme 2 [Zalophus californianus],angiotensin-converting enzyme 2 precursor [Sus scrofa],angiotensin-converting enzyme 2 precursor [Mustela putorius furo],angiotensin-converting enzyme 2 [Mus caroli],angiotensin-converting enzyme 2 precursor [Mus musculus],angiotensin-converting enzyme 2 isoform X2 [Bos taurus],angiotensin I converting enzyme 2 partial [Mesocricetus auratus],angiotensin-converting enzyme 2 isoform X1 [Phocoena sinus],angiotensin-converting enzyme 2 [Neophocaena asiaeorientalis asiaeorientalis],angiotensin-converting enzyme 2 isoform X2 [Bos indicus x Bos taurus],angiotensin converting enzyme 2 [Nyctereutes procyonoides],angiotensin-converting enzyme 2 [Nannospalax galili],angiotensin-converting enzyme 2 isoform X1 [Canis lupus dingo],angiotensin-converting enzyme 2 precursor [Bos taurus],Angiotensin-converting enzyme 2 [Camelus dromedarius],angiotensin-converting enzyme 2 [Lontra canadensis],angiotensin-converting enzyme 2 [Otolemur garnettii],angiotensin-converting enzyme 2 [Callorhinus ursinus],angiotensin-converting enzyme 2 [Vulpes vulpes],angiotensin I converting enzyme 2 [Phodopus campbelli],angiotensin-converting enzyme 2 isoform X1 [Neomonachus schauinslandi],angiotensin-converting enzyme 2 precursor [Rattus norvegicus],angiotensin-converting enzyme 2 [Tupaia chinensis],angiotensin-converting enzyme 2 [Rhinolophus macrotis],angiotensin-converting enzyme 2 [Phoca vitulina],angiotensin-converting enzyme 2 [Rhinolophus sinicus],angiotensin I converting enzyme 2 partial [Felis catus],angiotensin converting enzyme 2 [Rhinolophus landeri],angiotensin converting enzyme 2 [Rhinolophus alcyone],angiotensin-converting enzyme 2 [Grammomys surdaster],angiotensin-converting enzyme 2 [Syconycteris australis],angiotensin-converting enzyme 2 [Arvicanthis niloticus],angiotensin-converting enzyme 2 [Myotis tricolor],angiotensin-converting enzyme 2 [Mastomys coucha],angiotensin-converting enzyme 2 isoform X1 [Eptesicus fuscus],angiotensin-converting enzyme 2 [Pteropus vampyrus],angiotensin-converting enzyme 2 [Myotis keaysi],angiotensin-converting enzyme 2 [Rhinolophus ferrumequinum],angiotensin-converting enzyme 2 [Rhinolophus ferrumequinum],angiotensin I converting enzyme 2 [Rhinolophus ferrumequinum],angiotensin-converting enzyme 2 [Rhinolophus sinicus],angiotensin-converting enzyme 2 [Myotis riparius],angiotensin-converting enzyme 2 [Loxodonta africana],angiotensin-converting enzyme 2 [Eptesicus brasiliensis],angiotensin-converting enzyme 2 [Rhinolophus sinicus],angiotensin-converting enzyme 2 [Rhinolophus pusillus],angiotensin-converting enzyme 2 partial [Aeorestes cinereus],angiotensin converting enzyme 2 [Rhinolophus ferrumequinum],angiotensin I converting enzyme 2 [Rhinolophus sinicus],angiotensin I converting enzyme 2 [Rousettus leschenaultii],angiotensin-converting enzyme 2 isoform X2 [Eptesicus fuscus],angiotensin I converting enzyme 2 [Rousettus leschenaultii],angiotensin-converting enzyme 2 [Kerivoula pellucida],angiotensin-converting enzyme 2 precursor [Canis lupus familiaris],anigotensin-converting enzyme-related carboxypeptidase [Mus musculus],angiotensin I converting enzyme 2 partial [Sus scrofa domesticus],angiotensin-converting enzyme 2 isoform X1 [Desmodus rotundus],angiotensin-converting enzyme 2 [Antrozous pallidus],angiotensin-converting enzyme 2 isoform X2 [Sus scrofa],angiotensin-converting enzyme 2 [Taphozous theobaldi],angiotensin-converting enzyme 2 [Pteropus lylei],angiotensin-converting enzyme 2 [Scotophilus dinganii],angiotensin-converting enzyme 2 isoform X2 [Acinonyx jubatus],angiotensin-converting enzyme 2 [Dobsonia viridis],angiotensin-converting enzyme 2 [Rattus rattus],angiotensin-converting enzyme 2 [Neoromicia nanus],angiotensin-converting enzyme 2 [Phyllostomus discolor],angiotensin-converting enzyme 2 isoform X1 [Bos indicus x Bos taurus],angiotensin-converting enzyme 2 isoform X1 [Bos taurus],angiotensin I converting enzyme 2 partial [Mus musculus],angiotensin-converting enzyme 2 [Scotophilus kuhlii],angiotensin-converting enzyme 2 [Taphozous melanopogon],angiotensin-converting enzyme 2 [Emballonura alecto],angiotensin-converting enzyme 2 [Rhynchonycteris naso],angiotensin-converting enzyme 2 [Artibeus lituratus],angiotensin-converting enzyme 2 [Chiroderma salvini],angiotensin-converting enzyme 2 [Artibeus phaeotis],angiotensin-converting enzyme 2 [Uroderma bilobatum],angiotensin-converting enzyme 2 [Artibeus jamaicensis],angiotensin-converting enzyme 2 [Artibeus glaucus watsoni],angiotensin-converting enzyme 2 [Balantiopteryx plicata],angiotensin I converting enzyme 2 partial [Cavia porcellus],angiotensin-converting enzyme 2 [Chiroderma villosum],angiotensin-converting enzyme 2 [Platyrrhinus helleri],angiotensin-converting enzyme 2 [Cynopterus sphinx],angiotensin-converting enzyme 2 [Carollia castanea],angiotensin-converting enzyme 2 [Platyrrhinus vittatus],angiotensin-converting enzyme 2 [Saccopteryx bilineata],angiotensin-converting enzyme 2 [Glossophaga soricina],angiotensin-converting enzyme 2 [Rousettus leschenaultii],angiotensin-converting enzyme 2 [Epomophorus wahlbergi],angiotensin-converting enzyme 2 [Coleura afra],angiotensin-converting enzyme 2 [Carollia perspicillata],angiotensin-converting enzyme 2 [Tylonycteris robustula],angiotensin I converting enzyme 2 [Pipistrellus abramus],angiotensin-converting enzyme 2 [Glossophaga commissarisi],angiotensin-converting enzyme 2 [Vampyrum spectrum]
angiotensin converting enzyme 2 [Macaca mulatta],97.48,97.48,96.51,97.36,97.23,97.23,97.61,97.61,97.73,97.86,98.51,97.50,97.50,98.63,99.25,99.38,99.63,99.63,99.63,99.50,99.50,99.25,99.75,99.63,99.38,99.38,99.63,99.38,99.38,99.25,99.38,100.00,99.38,99.25,99.13,99.13,99.38,99.38,99.13,98.51,95.97,96.10,91.96,92.09,91.18,91.33,91.31,92.70,91.31,93.70,91.56,92.32,92.32,92.44,91.18,91.94,92.44,91.94,93.13,92.57,91.81,92.19,90.93,91.18,91.96,92.44,92.49,91.81,91.69,91.69,91.18,91.44,88.26,90.81,87.96,90.43,90.81,91.44,90.05,91.56,90.55,91.69,89.55,91.44,91.56,91.06,90.05,90.93,91.69,91.31,90.93,91.31,91.06,91.68,91.06,92.07,91.55,90.43,91.44,89.29,89.55,90.81,92.12,91.31,91.18,90.68,92.07,91.06,91.94,90.68,90.55,90.81,89.04,91.80,91.81,90.81,91.06,89.67,89.80,90.18,91.31,90.05,91.97,89.92,89.67,90.05,89.08,89.80,89.59,90.18,89.14,89.55,89.34,89.67,90.30,90.18,89.92,88.96,90.18,89.21,90.18,90.05,88.08,89.55,89.92,89.67,89.17,89.55,88.96,91.81,89.64,90.97,88.44,89.08,91.04,89.08,88.58,88.46,92.47,88.21,87.69,88.33,88.19,90.80,90.93,88.77,87.70,88.33,87.70,87.83,85.45,85.57,85.32,85.07,85.57,85.19,86.95,89.96,85.32,85.07,87.83,85.07,84.94,86.57,85.82,86.45,87.45,85.70,85.07,85.70,87.91,85.82,85.32
angiotensin-converting enzyme 2 precursor [Macaca mulatta],97.61,97.61,96.63,97.48,97.36,97.36,97.73,97.73,97.61,97.73,98.63,97.63,97.63,98.76,99.38,99.50,99.75,99.75,99.75,99.63,99.63,99.38,99.63,99.50,99.50,99.50,99.75,99.50,99.50,99.38,99.50,99.38,100.00,99.38,99.25,99.25,99.50,99.50,99.25,98.63,96.10,96.22,92.09,92.21,91.31,91.46,91.18,92.70,91.18,93.83,91.56,92.44,92.44,92.57,91.31,91.94,92.57,92.07,93.13,92.44,91.94,92.07,91.06,91.18,92.09,92.57,92.62,91.94,91.81,91.81,91.18,91.56,88.38,90.93,88.08,90.55,90.93,91.44,90.18,91.56,90.68,91.69,89.67,91.44,91.56,91.06,90.18,90.93,91.69,91.31,91.06,91.31,91.18,91.68,91.06,92.19,91.55,90.55,91.44,89.42,89.67,90.93,92.25,91.31,91.18,90.81,92.19,91.18,92.07,90.81,90.05,90.81,89.17,91.80,91.94,90.93,91.06,89.80,89.92,90.30,91.31,90.18,92.10,90.05,89.80,90.18,89.21,89.92,89.71,90.30,89.26,89.67,89.46,89.80,90.43,90.30,90.05,89.08,90.30,89.34,90.30,90.18,88.21,89.67,90.05,89.80,89.29,89.67,89.08,91.94,89.77,91.10,88.32,89.21,91.17,89.21,88.71,88.58,92.61,88.33,87.69,88.46,88.07,90.93,91.06,88.90,87.83,88.46,87.83,87.95,85.32,85.45,85.19,84.94,85.45,85.07,87.08,89.96,85.19,84.94,87.95,84.94,84.82,86.70,85.70,86.57,87.58,85.82,84.94,85.82,88.04,85.57,85.19
angiotensin converting enzyme 2 [Macaca mulatta],97.48,97.48,96.51,97.36,97.23,97.23,97.61,97.61,97.48,97.61,98.51,97.50,97.50,98.63,99.25,99.38,99.63,99.63,99.63,99.50,99.75,99.50,99.50,99.38,99.63,99.63,99.63,99.63,99.38,99.25,99.63,99.25,99.38,100.00,99.38,99.38,99.63,99.63,99.13,98.51,95.97,96.10,91.96,92.09,91.18,91.33,91.06,92.70,91.06,93.70,91.56,92.32,92.32,92.44,91.18,91.94,92.44,91.94,93.13,92.32,91.81,91.94,90.93,91.06,91.96,92.44,92.49,91.81,91.69,91.69,91.06,91.44,88.26,90.81,87.96,90.43,90.81,91.31,90.05,91.44,90.55,91.69,89.55,91.31,91.44,91.06,90.05,90.81,91.69,91.18,90.93,91.18,91.06,91.68,91.06,92.07,91.55,90.43,91.44,89.29,89.55,90.81,92.12,91.18,91.06,90.68,92.07,91.06,91.94,90.68,89.92,90.81,89.04,91.80,91.81,90.81,91.06,89.92,89.80,90.18,91.31,90.05,91.97,89.92,89.67,90.05,89.08,89.80,89.59,90.18,89.14,89.55,89.34,89.67,90.30,90.18,89.92,88.96,90.18,89.21,90.18,90.05,88.08,89.55,89.92,89.67,89.17,89.55,88.96,91.81,89.64,90.85,88.19,89.08,91.04,89.08,88.58,88.46,92.47,88.21,87.81,88.33,87.94,90.80,90.93,88.77,87.70,88.33,87.70,87.83,85.19,85.32,85.07,84.82,85.32,84.94,86.95,89.96,85.07,84.82,87.83,84.82,84.69,86.57,85.57,86.45,87.45,85.70,84.82,85.70,87.91,85.57,85.07
angiotensin converting enzyme 2 [Macaca mulatta],97.48,97.48,96.51,97.36,97.23,97.23,97.61,97.61,97.48,97.61,98.39,97.50,97.50,98.51,99.13,99.25,99.50,99.50,99.50,99.38,99.63,99.38,99.38,99.25,99.50,99.50,99.50,99.50,99.25,99.13,99.50,99.13,99.25,99.38,100.00,99.25,99.50,99.50,99.01,98.39,95.97,96.10,91.96,92.09,91.18,91.33,91.06,92.70,91.06,93.70,91.56,92.32,92.32,92.44,91.18,91.94,92.44,91.94,93.13,92.32,91.81,91.94,90.93,91.06,91.96,92.44,92.49,91.81,91.69,91.69,91.06,91.44,88.26,90.81,87.96,90.43,90.81,91.31,90.05,91.44,90.55,91.69,89.55,91.31,91.44,91.06,90.05,90.81,91.69,91.18,90.93,91.18,91.06,91.68,91.06,92.07,91.55,90.43,91.44,89.29,89.55,90.81,92.12,91.18,91.06,90.68,92.07,91.06,91.94,90.68,89.92,90.81,89.04,91.80,91.81,90.81,91.06,89.92,89.80,90.18,91.31,90.05,91.97,89.92,89.67,90.05,89.08,89.80,89.59,90.18,89.14,89.55,89.34,89.67,90.30,90.18,89.92,88.96,90.18,89.21,90.18,90.05,88.08,89.55,89.92,89.67,89.17,89.55,88.96,91.81,89.64,90.85,88.19,89.08,91.04,89.08,88.58,88.46,92.47,88.21,87.81,88.33,87.94,90.80,90.93,88.77,87.70,88.33,87.70,87.83,85.19,85.32,85.07,84.82,85.32,84.94,86.95,89.96,85.07,84.82,87.83,84.82,84.69,86.57,85.70,86.45,87.45,85.70,84.82,85.70,87.91,85.70,85.07
angiotensin converting enzyme 2 [Macaca mulatta],97.36,97.36,96.38,97.23,97.10,97.10,97.48,97.48,97.36,97.48,98.39,97.36,97.36,98.51,99.13,99.25,99.50,99.50,99.50,99.38,99.63,99.38,99.38,99.25,99.50,99.50,99.50,99.50,99.25,99.13,99.50,99.13,99.25,99.38,99.25,100.00,99.50,99.50,99.01,98.39,95.84,95.97,91.83,91.96,91.06,91.21,90.93,92.57,90.93,93.70,91.44,92.19,92.19,92.32,91.06,91.81,92.32,91.81,93.01,92.19,91.69,91.81,90.81,90.93,91.83,92.32,92.36,91.69,91.56,91.56,90.93,91.31,88.13,90.68,87.84,90.30,90.68,91.18,89.92,91.31,90.43,91.56,89.42,91.18,91.31,90.93,89.92,90.68,91.56,91.06,90.81,91.06,90.93,91.55,90.93,91.94,91.42,90.30,91.31,89.17,89.42,90.68,91.99,91.06,90.93,90.55,91.94,90.93,91.81,90.55,89.80,90.68,88.92,91.68,91.69,90.68,90.93,89.80,89.67,90.05,91.18,89.92,91.84,89.80,89.55,89.92,88.96,89.67,89.46,90.05,89.01,89.42,89.21,89.55,90.18,90.05,89.80,88.83,90.05,89.08,90.05,89.92,87.95,89.42,89.80,89.55,89.04,89.42,88.83,91.69,89.51,90.72,88.07,88.96,90.91,89.21,88.46,88.33,92.34,88.08,87.69,88.21,87.81,90.67,90.80,88.65,87.58,88.46,87.70,87.70,85.07,85.19,84.94,84.69,85.19,84.82,86.83,89.83,84.94,84.69,87.70,84.69,84.57,86.57,85.45,86.32,87.33,85.57,84.69,85.57,87.78,85.45,84.94
angiotensin converting enzyme 2 [Macaca mulatta],97.61,97.61,96.63,97.48,97.36,97.36,97.73,97.73,97.61,97.73,98.63,97.63,97.63,98.76,99.38,99.50,99.75,99.75,99.75,99.63,99.88,99.63,99.63,99.50,99.75,99.75,99.75,99.75,99.50,99.38,99.75,99.38,99.50,99.63,99.50,99.50,100.00,99.75,99.25,98.63,96.10,96.22,92.09,92.21,91.18,91.46,91.06,92.82,91.06,93.83,91.69,92.44,92.44,92.57,91.18,92.07,92.57,91.94,93.26,92.44,91.81,92.07,91.06,91.18,92.09,92.57,92.62,91.94,91.69,91.69,91.18,91.56,88.38,90.93,88.08,90.43,90.93,91.44,90.18,91.56,90.68,91.81,89.67,91.44,91.56,91.18,90.18,90.93,91.81,91.31,91.06,91.31,91.18,92.06,91.18,92.19,91.93,90.55,91.56,89.29,89.55,90.93,92.25,91.31,91.18,90.81,92.19,91.18,92.07,90.81,90.05,90.93,89.17,92.18,91.94,90.81,91.44,90.05,90.18,90.30,91.69,90.18,92.10,90.18,89.92,90.18,89.21,89.80,89.71,90.18,89.26,89.67,89.46,90.05,90.68,90.55,90.05,89.08,90.30,89.34,90.30,90.18,88.21,89.67,90.05,89.80,89.29,89.67,89.08,91.94,89.64,90.98,88.32,89.34,91.17,89.21,88.71,88.58,92.61,88.33,87.94,88.46,88.07,90.93,91.06,88.77,87.83,88.46,88.08,87.95,85.32,85.45,85.19,84.94,85.45,85.07,87.08,90.09,85.19,84.94,87.95,84.94,84.82,86.70,85.70,86.57,87.58,86.07,84.94,85.82,88.04,85.70,85.19
angiotensin converting enzyme 2 [Macaca mulatta],97.61,97.61,96.63,97.36,97.36,97.36,97.73,97.73,97.48,97.61,98.63,97.63,97.63,98.76,99.38,99.50,99.75,99.75,99.75,99.63,99.88,99.63,99.63,99.50,99.75,99.75,99.75,99.75,99.50,99.38,99.75,99.38,99.50,99.63,99.50,99.50,99.75,100.00,99.25,98.63,96.10,96.22,92.09,92.09,91.18,91.46,91.06,92.82,91.06,93.83,91.69,92.44,92.44,92.57,91.31,92.07,92.57,92.07,93.26,92.44,91.81,92.07,90.93,91.18,92.09,92.57,92.49,91.94,91.81,91.81,91.06,91.56,88.38,90.81,87.96,90.55,90.93,91.44,90.18,91.56,90.68,91.81,89.80,91.44,91.44,91.18,90.18,90.81,91.81,91.31,91.06,91.31,91.18,91.80,91.18,92.19,91.68,90.43,91.56,89.29,89.67,90.93,92.25,91.31,91.18,90.81,92.19,91.18,92.07,90.81,90.05,90.93,89.17,91.93,91.94,90.93,91.18,90.05,89.92,90.30,91.44,90.18,92.10,90.05,89.80,90.05,89.34,89.80,89.71,90.30,89.26,89.67,89.46,89.80,90.43,90.30,90.05,89.08,90.30,89.34,90.30,90.05,88.33,89.55,89.92,89.67,89.42,89.55,89.08,91.94,89.77,90.85,88.32,89.08,91.04,89.34,88.83,88.58,92.61,88.46,87.94,88.33,88.07,90.93,91.06,88.90,87.95,88.58,87.95,87.95,85.45,85.57,85.32,85.07,85.57,85.19,87.20,89.96,85.32,85.07,88.08,85.07,84.94,86.83,85.70,86.57,87.70,85.95,85.07,85.82,88.04,85.70,85.32
angiotensin converting enzyme 2 [Macaca mulatta],97.36,97.36,96.38,97.23,97.10,97.10,97.48,97.48,97.36,97.48,98.39,97.36,97.36,98.51,99.13,99.25,99.50,99.50,99.50,99.38,99.38,99.13,99.38,99.25,99.25,99.25,99.50,99.25,99.25,99.13,99.25,99.13,99.25,99.13,99.01,99.01,99.25,99.25,100.00,98.39,95.84,95.97,91.83,91.96,91.06,91.21,90.93,92.82,90.93,93.58,91.44,92.19,92.19,92.32,91.06,91.81,92.32,91.81,93.01,92.19,91.69,91.81,90.93,91.18,91.83,92.32,92.36,91.69,91.56,91.56,91.18,91.31,88.38,90.68,87.84,90.30,90.68,91.18,89.92,91.31,90.43,91.69,89.80,91.18,91.31,91.06,89.92,90.68,91.56,91.06,90.81,91.06,90.93,91.55,91.06,91.94,91.42,90.30,91.44,89.17,89.42,90.68,91.99,91.06,90.93,90.55,91.94,90.93,91.81,90.55,90.05,90.81,88.92,91.68,91.69,90.68,90.93,89.55,89.67,90.05,91.18,89.92,91.84,89.80,89.55,89.92,89.08,89.67,89.71,90.05,89.14,89.42,89.46,89.55,90.18,90.05,89.80,89.08,90.05,89.21,90.05,89.92,88.21,89.42,89.80,89.55,89.29,89.42,89.08,91.69,89.51,90.72,88.19,89.08,90.91,89.34,88.58,88.46,92.34,88.21,87.44,88.33,88.07,90.67,90.80,88.65,87.83,88.58,87.95,88.08,85.45,85.57,85.32,85.07,85.57,85.19,87.20,89.83,85.32,85.07,87.83,84.82,84.94,86.70,85.70,86.45,87.45,85.95,84.82,85.82,87.91,85.70,85.32
angiotensin converting enzyme 2 [Chlorocebus aethiops],97.23,97.23,96.26,97.10,97.10,97.10,97.36,97.36,97.23,97.36,98.01,97.23,97.23,98.14,98.76,98.63,98.88,98.88,98.88,98.76,98.76,98.51,98.76,98.63,98.63,98.63,98.88,98.63,98.63,98.51,98.63,98.51,98.63,98.51,98.39,98.39,98.63,98.63,98.39,100.00,95.72,95.59,91.46,91.58,91.18,90.83,90.93,92.32,90.93,93.32,91.18,91.94,91.94,92.07,91.31,91.69,92.07,91.31,92.75,91.94,91.44,91.44,90.81,90.68,91.71,92.07,91.96,91.69,91.81,91.81,90.68,90.93,88.01,90.55,88.33,90.30,90.43,90.81,89.92,90.93,90.43,91.44,89.29,90.81,90.93,90.93,90.30,90.81,91.56,90.68,91.06,90.68,91.06,91.55,90.93,91.69,91.42,90.30,91.18,89.67,89.92,90.81,91.99,90.68,90.55,90.68,91.69,90.93,91.56,90.68,89.92,90.55,88.92,91.42,91.44,90.93,90.68,89.80,89.29,90.18,90.93,90.30,91.58,89.92,89.67,89.92,88.83,89.80,89.34,90.30,88.76,89.42,89.34,89.67,90.30,90.18,90.18,88.96,89.67,88.83,90.43,90.30,87.70,89.17,90.18,89.29,88.79,89.17,88.33,91.44,90.03,90.84,88.19,88.71,90.78,88.83,88.46,88.08,92.07,87.95,87.44,87.95,87.81,90.80,90.93,89.16,87.45,88.21,87.33,87.45,85.19,85.57,85.07,85.07,85.32,84.94,86.57,89.70,85.19,85.07,87.95,85.07,85.32,86.20,85.45,86.07,87.33,85.57,84.82,85.32,87.53,85.45,85.19
angiotensin-converting enzyme 2 [Sapajus apella],96.02,96.02,95.07,96.02,95.90,95.90,96.27,96.27,96.15,96.27,96.15,96.10,96.10,96.27,96.52,96.40,96.27,96.27,96.27,96.15,96.15,95.90,96.15,96.02,96.02,96.02,96.27,96.02,96.02,96.02,96.02,95.90,96.02,95.90,95.78,95.78,96.02,96.02,95.78,95.53,100.00,98.76,92.44,92.44,91.93,92.07,91.68,92.55,91.68,93.54,91.68,92.55,92.55,92.42,91.18,92.30,92.42,91.43,92.72,92.30,91.93,91.30,91.55,91.30,92.07,92.42,92.73,91.80,91.68,91.68,91.30,91.43,88.29,90.56,87.88,90.93,90.68,91.43,89.81,91.55,90.81,91.55,89.57,91.43,91.55,91.06,90.31,90.81,91.55,91.30,91.43,91.30,91.55,91.92,91.06,91.68,91.79,90.19,91.30,89.69,89.81,91.30,91.97,91.30,91.06,91.18,91.68,91.43,91.55,91.18,89.94,90.81,89.44,91.79,91.30,91.80,91.80,90.19,89.69,90.19,91.55,90.93,91.70,89.94,89.69,90.06,89.36,89.81,89.60,90.32,89.41,89.57,89.36,89.69,90.31,90.31,90.68,88.99,90.56,89.48,90.93,90.43,87.98,89.81,90.56,89.94,89.44,89.69,88.37,91.43,89.91,90.60,88.23,88.74,91.04,89.23,88.49,88.00,92.74,88.61,88.23,88.49,87.98,91.45,91.58,88.95,87.50,88.37,87.75,87.75,85.52,85.52,85.40,85.52,85.40,85.27,87.25,89.72,85.40,85.02,88.12,85.02,84.90,86.76,86.01,86.76,88.24,86.01,85.40,85.77,88.45,86.01,85.15
